"CubeId";"rendeiduebd"
"PublishingDate";"2026-08-03 14:30"

"Date";"D0";"D1";"Value"
"1988-01-22";"KTB";"2J";
"1988-01-22";"KTB";"5J";
"1988-01-22";"KTB";"10J";
"1988-01-22";"PFI";"2J";
"1988-01-22";"PFI";"5J";
"1988-01-22";"PFI";"10J";
"1988-01-22";"GBA";"2J";
"1988-01-22";"GBA";"5J";
"1988-01-22";"GBA";"10J";
"1988-01-22";"GBB";"2J";
"1988-01-22";"GBB";"5J";
"1988-01-22";"GBB";"10J";
"1988-01-22";"GBC";"2J";
"1988-01-22";"GBC";"5J";
"1988-01-22";"GBC";"10J";
"1988-01-22";"IHA";"2J";
"1988-01-22";"IHA";"5J";
"1988-01-22";"IHA";"10J";
"1988-01-22";"IHB";"2J";
"1988-01-22";"IHB";"5J";
"1988-01-22";"IHB";"10J";
"1988-01-25";"CHF";"1J";"2.805"
"1988-01-25";"CHF";"2J";"3.101"
"1988-01-25";"CHF";"3J";"3.343"
"1988-01-25";"CHF";"4J";"3.548"
"1988-01-25";"CHF";"5J";"3.705"
"1988-01-25";"CHF";"6J";"3.824"
"1988-01-25";"CHF";"7J";"3.915"
"1988-01-25";"CHF";"8J";"3.985"
"1988-01-25";"CHF";"9J";"4.04"
"1988-01-25";"CHF";"10J";"4.085"
"1988-01-25";"CHF";"20J";"4.286"
"1988-01-25";"CHF";"30J";
"1988-01-25";"EUR";"1J";
"1988-01-25";"EUR";"2J";
"1988-01-25";"EUR";"3J";
"1988-01-25";"EUR";"4J";
"1988-01-25";"EUR";"5J";
"1988-01-25";"EUR";"6J";
"1988-01-25";"EUR";"7J";
"1988-01-25";"EUR";"8J";
"1988-01-25";"EUR";"9J";
"1988-01-25";"EUR";"10J";
"1988-01-25";"EUR";"20J";
"1988-01-25";"EUR";"30J";
"1988-01-25";"KTA";"2J";
"1988-01-25";"KTA";"5J";
"1988-01-25";"KTA";"10J";
"1988-01-25";"KTB";"2J";
"1988-01-25";"KTB";"5J";
"1988-01-25";"KTB";"10J";
"1988-01-25";"PFI";"2J";
"1988-01-25";"PFI";"5J";
"1988-01-25";"PFI";"10J";
"1988-01-25";"GBA";"2J";
"1988-01-25";"GBA";"5J";
"1988-01-25";"GBA";"10J";
"1988-01-25";"GBB";"2J";
"1988-01-25";"GBB";"5J";
"1988-01-25";"GBB";"10J";
"1988-01-25";"GBC";"2J";
"1988-01-25";"GBC";"5J";
"1988-01-25";"GBC";"10J";
"1988-01-25";"IHA";"2J";
"1988-01-25";"IHA";"5J";
"1988-01-25";"IHA";"10J";
"1988-01-25";"IHB";"2J";
"1988-01-25";"IHB";"5J";
"1988-01-25";"IHB";"10J";
"1988-01-26";"CHF";"1J";
"1988-01-26";"CHF";"2J";
"1988-01-26";"CHF";"3J";
"1988-01-26";"CHF";"4J";
"1988-01-26";"CHF";"5J";
"1988-01-26";"CHF";"6J";
"1988-01-26";"CHF";"7J";
"1988-01-26";"CHF";"8J";
"1988-01-26";"CHF";"9J";
"1988-01-26";"CHF";"10J";
"1988-01-26";"CHF";"20J";
"1988-01-26";"CHF";"30J";
"1988-01-26";"EUR";"1J";
"1988-01-26";"EUR";"2J";
"1988-01-26";"EUR";"3J";
"1988-01-26";"EUR";"4J";
"1988-01-26";"EUR";"5J";
"1988-01-26";"EUR";"6J";
"1988-01-26";"EUR";"7J";
"1988-01-26";"EUR";"8J";
"1988-01-26";"EUR";"9J";
"1988-01-26";"EUR";"10J";
"1988-01-26";"EUR";"20J";
"1988-01-26";"EUR";"30J";
"1988-01-26";"KTA";"2J";
"1988-01-26";"KTA";"5J";
"1988-01-26";"KTA";"10J";
"1988-01-26";"KTB";"2J";
"1988-01-26";"KTB";"5J";
"1988-01-26";"KTB";"10J";
"1988-01-26";"PFI";"2J";
"1988-01-26";"PFI";"5J";
"1988-01-26";"PFI";"10J";
"1988-01-26";"GBA";"2J";
"1988-01-26";"GBA";"5J";
"1988-01-26";"GBA";"10J";
"1988-01-26";"GBB";"2J";
"1988-01-26";"GBB";"5J";
"1988-01-26";"GBB";"10J";
"1988-01-26";"GBC";"2J";
"1988-01-26";"GBC";"5J";
"1988-01-26";"GBC";"10J";
"1988-01-26";"IHA";"2J";
"1988-01-26";"IHA";"5J";
"1988-01-26";"IHA";"10J";
"1988-01-26";"IHB";"2J";
"1988-01-26";"IHB";"5J";
"1988-01-26";"IHB";"10J";
"1988-01-27";"CHF";"1J";
"1988-01-27";"CHF";"2J";
"1988-01-27";"CHF";"3J";
"1988-01-27";"CHF";"4J";
"1988-01-27";"CHF";"5J";
"1988-01-27";"CHF";"6J";
"1988-01-27";"CHF";"7J";
"1988-01-27";"CHF";"8J";
"1988-01-27";"CHF";"9J";
"1988-01-27";"CHF";"10J";
"1988-01-27";"CHF";"20J";
"1988-01-27";"CHF";"30J";
"1988-01-27";"EUR";"1J";
"1988-01-27";"EUR";"2J";
"1988-01-27";"EUR";"3J";
"1988-01-27";"EUR";"4J";
"1988-01-27";"EUR";"5J";
"1988-01-27";"EUR";"6J";
"1988-01-27";"EUR";"7J";
"1988-01-27";"EUR";"8J";
"1988-01-27";"EUR";"9J";
"1988-01-27";"EUR";"10J";
"1988-01-27";"EUR";"20J";
"1988-01-27";"EUR";"30J";
"1988-01-27";"KTA";"2J";
"1988-01-27";"KTA";"5J";
"1988-01-27";"KTA";"10J";
"1988-01-27";"KTB";"2J";
"1988-01-27";"KTB";"5J";
"1988-01-27";"KTB";"10J";
"1988-01-27";"PFI";"2J";
"1988-01-27";"PFI";"5J";
"1988-01-27";"PFI";"10J";
"1988-01-27";"GBA";"2J";
"1988-01-27";"GBA";"5J";
"1988-01-27";"GBA";"10J";
"1988-01-27";"GBB";"2J";
"1988-01-27";"GBB";"5J";
"1988-01-27";"GBB";"10J";
"1988-01-27";"GBC";"2J";
"1988-01-27";"GBC";"5J";
"1988-01-27";"GBC";"10J";
"1988-01-27";"IHA";"2J";
"1988-01-27";"IHA";"5J";
"1988-01-27";"IHA";"10J";
"1988-01-27";"IHB";"2J";
"1988-01-27";"IHB";"5J";
"1988-01-27";"IHB";"10J";
"1988-01-28";"CHF";"1J";
"1988-01-28";"CHF";"2J";
"1988-01-28";"CHF";"3J";
"1988-01-28";"CHF";"4J";
"1988-01-28";"CHF";"5J";
"1988-01-28";"CHF";"6J";
"1988-01-28";"CHF";"7J";
"1988-01-28";"CHF";"8J";
"1988-01-28";"CHF";"9J";
"1988-01-28";"CHF";"10J";
"1988-01-28";"CHF";"20J";
"1988-01-28";"CHF";"30J";
"1988-01-28";"EUR";"1J";
"1988-01-28";"EUR";"2J";
"1988-01-28";"EUR";"3J";
"1988-01-28";"EUR";"4J";
"1988-01-28";"EUR";"5J";
"1988-01-28";"EUR";"6J";
"1988-01-28";"EUR";"7J";
"1988-01-28";"EUR";"8J";
"1988-01-28";"EUR";"9J";
"1988-01-28";"EUR";"10J";
"1988-01-28";"EUR";"20J";
"1988-01-28";"EUR";"30J";
"1988-01-28";"KTA";"2J";
"1988-01-28";"KTA";"5J";
"1988-01-28";"KTA";"10J";
"1988-01-28";"KTB";"2J";
"1988-01-28";"KTB";"5J";
"1988-01-28";"KTB";"10J";
"1988-01-28";"PFI";"2J";
"1988-01-28";"PFI";"5J";
"1988-01-28";"PFI";"10J";
"1988-01-28";"GBA";"2J";
"1988-01-28";"GBA";"5J";
"1988-01-28";"GBA";"10J";
"1988-01-28";"GBB";"2J";
"1988-01-28";"GBB";"5J";
"1988-01-28";"GBB";"10J";
"1988-01-28";"GBC";"2J";
"1988-01-28";"GBC";"5J";
"1988-01-28";"GBC";"10J";
"1988-01-28";"IHA";"2J";
"1988-01-28";"IHA";"5J";
"1988-01-28";"IHA";"10J";
"1988-01-28";"IHB";"2J";
"1988-01-28";"IHB";"5J";
"1988-01-28";"IHB";"10J";
"1988-01-29";"CHF";"1J";"2.887"
"1988-01-29";"CHF";"2J";"3.218"
"1988-01-29";"CHF";"3J";"3.393"
"1988-01-29";"CHF";"4J";"3.554"
"1988-01-29";"CHF";"5J";"3.695"
"1988-01-29";"CHF";"6J";"3.81"
"1988-01-29";"CHF";"7J";"3.904"
"1988-01-29";"CHF";"8J";"3.98"
"1988-01-29";"CHF";"9J";"4.041"
"1988-01-29";"CHF";"10J";"4.092"
"1988-01-29";"CHF";"20J";"4.326"
"1988-01-29";"CHF";"30J";
"1988-01-29";"EUR";"1J";
"1988-01-29";"EUR";"2J";
"1988-01-29";"EUR";"3J";
"1988-01-29";"EUR";"4J";
"1988-01-29";"EUR";"5J";
"1988-01-29";"EUR";"6J";
"1988-01-29";"EUR";"7J";
"1988-01-29";"EUR";"8J";
"1988-01-29";"EUR";"9J";
"1988-01-29";"EUR";"10J";
"1988-01-29";"EUR";"20J";
"1988-01-29";"EUR";"30J";
"1988-01-29";"KTA";"2J";
"1988-01-29";"KTA";"5J";
"1988-01-29";"KTA";"10J";
"1988-01-29";"KTB";"2J";
"1988-01-29";"KTB";"5J";
"1988-01-29";"KTB";"10J";
"1988-01-29";"PFI";"2J";
"1988-01-29";"PFI";"5J";
"1988-01-29";"PFI";"10J";
"1988-01-29";"GBA";"2J";
"1988-01-29";"GBA";"5J";
"1988-01-29";"GBA";"10J";
"1988-01-29";"GBB";"2J";
"1988-01-29";"GBB";"5J";
"1988-01-29";"GBB";"10J";
"1988-01-29";"GBC";"2J";
"1988-01-29";"GBC";"5J";
"1988-01-29";"GBC";"10J";
"1988-01-29";"IHA";"2J";
"1988-01-29";"IHA";"5J";
"1988-01-29";"IHA";"10J";
"1988-01-29";"IHB";"2J";
"1988-01-29";"IHB";"5J";
"1988-01-29";"IHB";"10J";
"1988-02-01";"CHF";"1J";"2.935"
"1988-02-01";"CHF";"2J";"3.199"
"1988-02-01";"CHF";"3J";"3.372"
"1988-02-01";"CHF";"4J";"3.54"
"1988-02-01";"CHF";"5J";"3.69"
"1988-02-01";"CHF";"6J";"3.814"
"1988-02-01";"CHF";"7J";"3.914"
"1988-02-01";"CHF";"8J";"3.995"
"1988-02-01";"CHF";"9J";"4.061"
"1988-02-01";"CHF";"10J";"4.115"
"1988-02-01";"CHF";"20J";"4.364"
"1988-02-01";"CHF";"30J";
"1988-02-01";"EUR";"1J";
"1988-02-01";"EUR";"2J";
"1988-02-01";"EUR";"3J";
"1988-02-01";"EUR";"4J";
"1988-02-01";"EUR";"5J";
"1988-02-01";"EUR";"6J";
"1988-02-01";"EUR";"7J";
"1988-02-01";"EUR";"8J";
"1988-02-01";"EUR";"9J";
"1988-02-01";"EUR";"10J";
"1988-02-01";"EUR";"20J";
"1988-02-01";"EUR";"30J";
"1988-02-01";"KTA";"2J";
"1988-02-01";"KTA";"5J";
"1988-02-01";"KTA";"10J";
"1988-02-01";"KTB";"2J";
"1988-02-01";"KTB";"5J";
"1988-02-01";"KTB";"10J";
"1988-02-01";"PFI";"2J";
"1988-02-01";"PFI";"5J";
"1988-02-01";"PFI";"10J";
"1988-02-01";"GBA";"2J";
"1988-02-01";"GBA";"5J";
"1988-02-01";"GBA";"10J";
"1988-02-01";"GBB";"2J";
"1988-02-01";"GBB";"5J";
"1988-02-01";"GBB";"10J";
"1988-02-01";"GBC";"2J";
"1988-02-01";"GBC";"5J";
"1988-02-01";"GBC";"10J";
"1988-02-01";"IHA";"2J";
"1988-02-01";"IHA";"5J";
"1988-02-01";"IHA";"10J";
"1988-02-01";"IHB";"2J";
"1988-02-01";"IHB";"5J";
"1988-02-01";"IHB";"10J";
"1988-02-02";"CHF";"1J";
"1988-02-02";"CHF";"2J";
"1988-02-02";"CHF";"3J";
"1988-02-02";"CHF";"4J";
"1988-02-02";"CHF";"5J";
"1988-02-02";"CHF";"6J";
"1988-02-02";"CHF";"7J";
"1988-02-02";"CHF";"8J";
"1988-02-02";"CHF";"9J";
"1988-02-02";"CHF";"10J";
"1988-02-02";"CHF";"20J";
"1988-02-02";"CHF";"30J";
"1988-02-02";"EUR";"1J";
"1988-02-02";"EUR";"2J";
"1988-02-02";"EUR";"3J";
"1988-02-02";"EUR";"4J";
"1988-02-02";"EUR";"5J";
"1988-02-02";"EUR";"6J";
"1988-02-02";"EUR";"7J";
"1988-02-02";"EUR";"8J";
"1988-02-02";"EUR";"9J";
"1988-02-02";"EUR";"10J";
"1988-02-02";"EUR";"20J";
"1988-02-02";"EUR";"30J";
"1988-02-02";"KTA";"2J";
"1988-02-02";"KTA";"5J";
"1988-02-02";"KTA";"10J";
"1988-02-02";"KTB";"2J";
"1988-02-02";"KTB";"5J";
"1988-02-02";"KTB";"10J";
"1988-02-02";"PFI";"2J";
"1988-02-02";"PFI";"5J";
"1988-02-02";"PFI";"10J";
"1988-02-02";"GBA";"2J";
"1988-02-02";"GBA";"5J";
"1988-02-02";"GBA";"10J";
"1988-02-02";"GBB";"2J";
"1988-02-02";"GBB";"5J";
"1988-02-02";"GBB";"10J";
"1988-02-02";"GBC";"2J";
"1988-02-02";"GBC";"5J";
"1988-02-02";"GBC";"10J";
"1988-02-02";"IHA";"2J";
"1988-02-02";"IHA";"5J";
"1988-02-02";"IHA";"10J";
"1988-02-02";"IHB";"2J";
"1988-02-02";"IHB";"5J";
"1988-02-02";"IHB";"10J";
"1988-02-03";"CHF";"1J";
"1988-02-03";"CHF";"2J";
"1988-02-03";"CHF";"3J";
"1988-02-03";"CHF";"4J";
"1988-02-03";"CHF";"5J";
"1988-02-03";"CHF";"6J";
"1988-02-03";"CHF";"7J";
"1988-02-03";"CHF";"8J";
"1988-02-03";"CHF";"9J";
"1988-02-03";"CHF";"10J";
"1988-02-03";"CHF";"20J";
"1988-02-03";"CHF";"30J";
"1988-02-03";"EUR";"1J";
"1988-02-03";"EUR";"2J";
"1988-02-03";"EUR";"3J";
"1988-02-03";"EUR";"4J";
"1988-02-03";"EUR";"5J";
"1988-02-03";"EUR";"6J";
"1988-02-03";"EUR";"7J";
"1988-02-03";"EUR";"8J";
"1988-02-03";"EUR";"9J";
"1988-02-03";"EUR";"10J";
"1988-02-03";"EUR";"20J";
"1988-02-03";"EUR";"30J";
"1988-02-03";"KTA";"2J";
"1988-02-03";"KTA";"5J";
"1988-02-03";"KTA";"10J";
"1988-02-03";"KTB";"2J";
"1988-02-03";"KTB";"5J";
"1988-02-03";"KTB";"10J";
"1988-02-03";"PFI";"2J";
"1988-02-03";"PFI";"5J";
"1988-02-03";"PFI";"10J";
"1988-02-03";"GBA";"2J";
"1988-02-03";"GBA";"5J";
"1988-02-03";"GBA";"10J";
"1988-02-03";"GBB";"2J";
"1988-02-03";"GBB";"5J";
"1988-02-03";"GBB";"10J";
"1988-02-03";"GBC";"2J";
"1988-02-03";"GBC";"5J";
"1988-02-03";"GBC";"10J";
"1988-02-03";"IHA";"2J";
"1988-02-03";"IHA";"5J";
"1988-02-03";"IHA";"10J";
"1988-02-03";"IHB";"2J";
"1988-02-03";"IHB";"5J";
"1988-02-03";"IHB";"10J";
"1988-02-04";"CHF";"1J";
"1988-02-04";"CHF";"2J";
"1988-02-04";"CHF";"3J";
"1988-02-04";"CHF";"4J";
"1988-02-04";"CHF";"5J";
"1988-02-04";"CHF";"6J";
"1988-02-04";"CHF";"7J";
"1988-02-04";"CHF";"8J";
"1988-02-04";"CHF";"9J";
"1988-02-04";"CHF";"10J";
"1988-02-04";"CHF";"20J";
"1988-02-04";"CHF";"30J";
"1988-02-04";"EUR";"1J";
"1988-02-04";"EUR";"2J";
"1988-02-04";"EUR";"3J";
"1988-02-04";"EUR";"4J";
"1988-02-04";"EUR";"5J";
"1988-02-04";"EUR";"6J";
"1988-02-04";"EUR";"7J";
"1988-02-04";"EUR";"8J";
"1988-02-04";"EUR";"9J";
"1988-02-04";"EUR";"10J";
"1988-02-04";"EUR";"20J";
"1988-02-04";"EUR";"30J";
"1988-02-04";"KTA";"2J";
"1988-02-04";"KTA";"5J";
"1988-02-04";"KTA";"10J";
"1988-02-04";"KTB";"2J";
"1988-02-04";"KTB";"5J";
"1988-02-04";"KTB";"10J";
"1988-02-04";"PFI";"2J";
"1988-02-04";"PFI";"5J";
"1988-02-04";"PFI";"10J";
"1988-02-04";"GBA";"2J";
"1988-02-04";"GBA";"5J";
"1988-02-04";"GBA";"10J";
"1988-02-04";"GBB";"2J";
"1988-02-04";"GBB";"5J";
"1988-02-04";"GBB";"10J";
"1988-02-04";"GBC";"2J";
"1988-02-04";"GBC";"5J";
"1988-02-04";"GBC";"10J";
"1988-02-04";"IHA";"2J";
"1988-02-04";"IHA";"5J";
"1988-02-04";"IHA";"10J";
"1988-02-04";"IHB";"2J";
"1988-02-04";"IHB";"5J";
"1988-02-04";"IHB";"10J";
"1988-02-05";"CHF";"1J";
"1988-02-05";"CHF";"2J";
"1988-02-05";"CHF";"3J";
"1988-02-05";"CHF";"4J";
"1988-02-05";"CHF";"5J";
"1988-02-05";"CHF";"6J";
"1988-02-05";"CHF";"7J";
"1988-02-05";"CHF";"8J";
"1988-02-05";"CHF";"9J";
"1988-02-05";"CHF";"10J";
"1988-02-05";"CHF";"20J";
"1988-02-05";"CHF";"30J";
"1988-02-05";"EUR";"1J";
"1988-02-05";"EUR";"2J";
"1988-02-05";"EUR";"3J";
"1988-02-05";"EUR";"4J";
"1988-02-05";"EUR";"5J";
"1988-02-05";"EUR";"6J";
"1988-02-05";"EUR";"7J";
"1988-02-05";"EUR";"8J";
"1988-02-05";"EUR";"9J";
"1988-02-05";"EUR";"10J";
"1988-02-05";"EUR";"20J";
"1988-02-05";"EUR";"30J";
"1988-02-05";"KTA";"2J";
"1988-02-05";"KTA";"5J";
"1988-02-05";"KTA";"10J";
"1988-02-05";"KTB";"2J";
"1988-02-05";"KTB";"5J";
"1988-02-05";"KTB";"10J";
"1988-02-05";"PFI";"2J";
"1988-02-05";"PFI";"5J";
"1988-02-05";"PFI";"10J";
"1988-02-05";"GBA";"2J";
"1988-02-05";"GBA";"5J";
"1988-02-05";"GBA";"10J";
"1988-02-05";"GBB";"2J";
"1988-02-05";"GBB";"5J";
"1988-02-05";"GBB";"10J";
"1988-02-05";"GBC";"2J";
"1988-02-05";"GBC";"5J";
"1988-02-05";"GBC";"10J";
"1988-02-05";"IHA";"2J";
"1988-02-05";"IHA";"5J";
"1988-02-05";"IHA";"10J";
"1988-02-05";"IHB";"2J";
"1988-02-05";"IHB";"5J";
"1988-02-05";"IHB";"10J";
"1988-02-08";"CHF";"1J";"2.934"
"1988-02-08";"CHF";"2J";"3.495"
"1988-02-08";"CHF";"3J";"3.621"
"1988-02-08";"CHF";"4J";"3.675"
"1988-02-08";"CHF";"5J";"3.736"
"1988-02-08";"CHF";"6J";"3.809"
"1988-02-08";"CHF";"7J";"3.885"
"1988-02-08";"CHF";"8J";"3.958"
"1988-02-08";"CHF";"9J";"4.023"
"1988-02-08";"CHF";"10J";"4.08"
"1988-02-08";"CHF";"20J";"4.365"
"1988-02-08";"CHF";"30J";
"1988-02-08";"EUR";"1J";
"1988-02-08";"EUR";"2J";
"1988-02-08";"EUR";"3J";
"1988-02-08";"EUR";"4J";
"1988-02-08";"EUR";"5J";
"1988-02-08";"EUR";"6J";
"1988-02-08";"EUR";"7J";
"1988-02-08";"EUR";"8J";
"1988-02-08";"EUR";"9J";
"1988-02-08";"EUR";"10J";
"1988-02-08";"EUR";"20J";
"1988-02-08";"EUR";"30J";
"1988-02-08";"KTA";"2J";
"1988-02-08";"KTA";"5J";
"1988-02-08";"KTA";"10J";
"1988-02-08";"KTB";"2J";
"1988-02-08";"KTB";"5J";
"1988-02-08";"KTB";"10J";
"1988-02-08";"PFI";"2J";
"1988-02-08";"PFI";"5J";
"1988-02-08";"PFI";"10J";
"1988-02-08";"GBA";"2J";
"1988-02-08";"GBA";"5J";
"1988-02-08";"GBA";"10J";
"1988-02-08";"GBB";"2J";
"1988-02-08";"GBB";"5J";
"1988-02-08";"GBB";"10J";
"1988-02-08";"GBC";"2J";
"1988-02-08";"GBC";"5J";
"1988-02-08";"GBC";"10J";
"1988-02-08";"IHA";"2J";
"1988-02-08";"IHA";"5J";
"1988-02-08";"IHA";"10J";
"1988-02-08";"IHB";"2J";
"1988-02-08";"IHB";"5J";
"1988-02-08";"IHB";"10J";
"1988-02-09";"CHF";"1J";
"1988-02-09";"CHF";"2J";
"1988-02-09";"CHF";"3J";
"1988-02-09";"CHF";"4J";
"1988-02-09";"CHF";"5J";
"1988-02-09";"CHF";"6J";
"1988-02-09";"CHF";"7J";
"1988-02-09";"CHF";"8J";
"1988-02-09";"CHF";"9J";
"1988-02-09";"CHF";"10J";
"1988-02-09";"CHF";"20J";
"1988-02-09";"CHF";"30J";
"1988-02-09";"EUR";"1J";
"1988-02-09";"EUR";"2J";
"1988-02-09";"EUR";"3J";
"1988-02-09";"EUR";"4J";
"1988-02-09";"EUR";"5J";
"1988-02-09";"EUR";"6J";
"1988-02-09";"EUR";"7J";
"1988-02-09";"EUR";"8J";
"1988-02-09";"EUR";"9J";
"1988-02-09";"EUR";"10J";
"1988-02-09";"EUR";"20J";
"1988-02-09";"EUR";"30J";
"1988-02-09";"KTA";"2J";
"1988-02-09";"KTA";"5J";
"1988-02-09";"KTA";"10J";
"1988-02-09";"KTB";"2J";
"1988-02-09";"KTB";"5J";
"1988-02-09";"KTB";"10J";
"1988-02-09";"PFI";"2J";
"1988-02-09";"PFI";"5J";
"1988-02-09";"PFI";"10J";
"1988-02-09";"GBA";"2J";
"1988-02-09";"GBA";"5J";
"1988-02-09";"GBA";"10J";
"1988-02-09";"GBB";"2J";
"1988-02-09";"GBB";"5J";
"1988-02-09";"GBB";"10J";
"1988-02-09";"GBC";"2J";
"1988-02-09";"GBC";"5J";
"1988-02-09";"GBC";"10J";
"1988-02-09";"IHA";"2J";
"1988-02-09";"IHA";"5J";
"1988-02-09";"IHA";"10J";
"1988-02-09";"IHB";"2J";
"1988-02-09";"IHB";"5J";
"1988-02-09";"IHB";"10J";
"1988-02-10";"CHF";"1J";
"1988-02-10";"CHF";"2J";
"1988-02-10";"CHF";"3J";
"1988-02-10";"CHF";"4J";
"1988-02-10";"CHF";"5J";
"1988-02-10";"CHF";"6J";
"1988-02-10";"CHF";"7J";
"1988-02-10";"CHF";"8J";
"1988-02-10";"CHF";"9J";
"1988-02-10";"CHF";"10J";
"1988-02-10";"CHF";"20J";
"1988-02-10";"CHF";"30J";
"1988-02-10";"EUR";"1J";
"1988-02-10";"EUR";"2J";
"1988-02-10";"EUR";"3J";
"1988-02-10";"EUR";"4J";
"1988-02-10";"EUR";"5J";
"1988-02-10";"EUR";"6J";
"1988-02-10";"EUR";"7J";
"1988-02-10";"EUR";"8J";
"1988-02-10";"EUR";"9J";
"1988-02-10";"EUR";"10J";
"1988-02-10";"EUR";"20J";
"1988-02-10";"EUR";"30J";
"1988-02-10";"KTA";"2J";
"1988-02-10";"KTA";"5J";
"1988-02-10";"KTA";"10J";
"1988-02-10";"KTB";"2J";
"1988-02-10";"KTB";"5J";
"1988-02-10";"KTB";"10J";
"1988-02-10";"PFI";"2J";
"1988-02-10";"PFI";"5J";
"1988-02-10";"PFI";"10J";
"1988-02-10";"GBA";"2J";
"1988-02-10";"GBA";"5J";
"1988-02-10";"GBA";"10J";
"1988-02-10";"GBB";"2J";
"1988-02-10";"GBB";"5J";
"1988-02-10";"GBB";"10J";
"1988-02-10";"GBC";"2J";
"1988-02-10";"GBC";"5J";
"1988-02-10";"GBC";"10J";
"1988-02-10";"IHA";"2J";
"1988-02-10";"IHA";"5J";
"1988-02-10";"IHA";"10J";
"1988-02-10";"IHB";"2J";
"1988-02-10";"IHB";"5J";
"1988-02-10";"IHB";"10J";
"1988-02-11";"CHF";"1J";
"1988-02-11";"CHF";"2J";
"1988-02-11";"CHF";"3J";
"1988-02-11";"CHF";"4J";
"1988-02-11";"CHF";"5J";
"1988-02-11";"CHF";"6J";
"1988-02-11";"CHF";"7J";
"1988-02-11";"CHF";"8J";
"1988-02-11";"CHF";"9J";
"1988-02-11";"CHF";"10J";
"1988-02-11";"CHF";"20J";
"1988-02-11";"CHF";"30J";
"1988-02-11";"EUR";"1J";
"1988-02-11";"EUR";"2J";
"1988-02-11";"EUR";"3J";
"1988-02-11";"EUR";"4J";
"1988-02-11";"EUR";"5J";
"1988-02-11";"EUR";"6J";
"1988-02-11";"EUR";"7J";
"1988-02-11";"EUR";"8J";
"1988-02-11";"EUR";"9J";
"1988-02-11";"EUR";"10J";
"1988-02-11";"EUR";"20J";
"1988-02-11";"EUR";"30J";
"1988-02-11";"KTA";"2J";
"1988-02-11";"KTA";"5J";
"1988-02-11";"KTA";"10J";
"1988-02-11";"KTB";"2J";
"1988-02-11";"KTB";"5J";
"1988-02-11";"KTB";"10J";
"1988-02-11";"PFI";"2J";
"1988-02-11";"PFI";"5J";
"1988-02-11";"PFI";"10J";
"1988-02-11";"GBA";"2J";
"1988-02-11";"GBA";"5J";
"1988-02-11";"GBA";"10J";
"1988-02-11";"GBB";"2J";
"1988-02-11";"GBB";"5J";
"1988-02-11";"GBB";"10J";
"1988-02-11";"GBC";"2J";
"1988-02-11";"GBC";"5J";
"1988-02-11";"GBC";"10J";
"1988-02-11";"IHA";"2J";
"1988-02-11";"IHA";"5J";
"1988-02-11";"IHA";"10J";
"1988-02-11";"IHB";"2J";
"1988-02-11";"IHB";"5J";
"1988-02-11";"IHB";"10J";
"1988-02-12";"CHF";"1J";
"1988-02-12";"CHF";"2J";
"1988-02-12";"CHF";"3J";
"1988-02-12";"CHF";"4J";
"1988-02-12";"CHF";"5J";
"1988-02-12";"CHF";"6J";
"1988-02-12";"CHF";"7J";
"1988-02-12";"CHF";"8J";
"1988-02-12";"CHF";"9J";
"1988-02-12";"CHF";"10J";
"1988-02-12";"CHF";"20J";
"1988-02-12";"CHF";"30J";
"1988-02-12";"EUR";"1J";
"1988-02-12";"EUR";"2J";
"1988-02-12";"EUR";"3J";
"1988-02-12";"EUR";"4J";
"1988-02-12";"EUR";"5J";
"1988-02-12";"EUR";"6J";
"1988-02-12";"EUR";"7J";
"1988-02-12";"EUR";"8J";
"1988-02-12";"EUR";"9J";
"1988-02-12";"EUR";"10J";
"1988-02-12";"EUR";"20J";
"1988-02-12";"EUR";"30J";
"1988-02-12";"KTA";"2J";
"1988-02-12";"KTA";"5J";
"1988-02-12";"KTA";"10J";
"1988-02-12";"KTB";"2J";
"1988-02-12";"KTB";"5J";
"1988-02-12";"KTB";"10J";
"1988-02-12";"PFI";"2J";
"1988-02-12";"PFI";"5J";
"1988-02-12";"PFI";"10J";
"1988-02-12";"GBA";"2J";
"1988-02-12";"GBA";"5J";
"1988-02-12";"GBA";"10J";
"1988-02-12";"GBB";"2J";
"1988-02-12";"GBB";"5J";
"1988-02-12";"GBB";"10J";
"1988-02-12";"GBC";"2J";
"1988-02-12";"GBC";"5J";
"1988-02-12";"GBC";"10J";
"1988-02-12";"IHA";"2J";
"1988-02-12";"IHA";"5J";
"1988-02-12";"IHA";"10J";
"1988-02-12";"IHB";"2J";
"1988-02-12";"IHB";"5J";
"1988-02-12";"IHB";"10J";
"1988-02-15";"CHF";"1J";"2.743"
"1988-02-15";"CHF";"2J";"2.946"
"1988-02-15";"CHF";"3J";"3.258"
"1988-02-15";"CHF";"4J";"3.524"
"1988-02-15";"CHF";"5J";"3.716"
"1988-02-15";"CHF";"6J";"3.853"
"1988-02-15";"CHF";"7J";"3.953"
"1988-02-15";"CHF";"8J";"4.028"
"1988-02-15";"CHF";"9J";"4.087"
"1988-02-15";"CHF";"10J";"4.134"
"1988-02-15";"CHF";"20J";"4.346"
"1988-02-15";"CHF";"30J";
"1988-02-15";"EUR";"1J";
"1988-02-15";"EUR";"2J";
"1988-02-15";"EUR";"3J";
"1988-02-15";"EUR";"4J";
"1988-02-15";"EUR";"5J";
"1988-02-15";"EUR";"6J";
